	otu_id	size_denoised	size_clustered	kingdom	domain	phyllum	class	order	family	genus	species	closest_match	percent_identity	sample
655	centroid=36d9aa0513e4b34e6d2f1da7619fb5ab16dff793;size=83;;seqs=3	83	3	Eukaryota	TSAR	Alveolata-Ciliophora	Karyorelictea	Karyorelictea_X	Loxodidae	Loxodes	Loxodes_striatus	AM946031	98.1	Sim17_18S
656	centroid=cd221f7a5432bdf9179985a195bc4c5340323a73;size=96;;seqs=6	96	6	Eukaryota	Obazoa	Opisthokonta-Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.	AB695514	89.4	Sim17_18S
657	centroid=003ca333f634242e5c2ff896a222a68f42194fab;size=122;;seqs=1	122	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Platyhelminthes	Turbellaria	Catenulida	Stenostomum	Stenostomum_leucops	FJ384813	99.9	Sim17_18S
658	centroid=7bcd1711967e89eb8301631cbfc0f431e915b264;size=118;;seqs=3	118	3	Eukaryota	TSAR	Stramenopiles-Gyrista	Peronosporomycetes	Peronosporomycetes_X	Haliphthorales	Haliphthoros	Haliphthoros_sp.	AB178865	93.7	Sim17_18S
659	centroid=86a4a4a6f84bcb9e63a1c6329d75c80a5d9d7db3;size=50;;seqs=1	50	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Vampyrellida_clade_PurpleVamp	clade_PurpleVamp_X	clade_PurpleVamp_XX	XXXXXXXX	99.9	Sim17_18S
660	centroid=522f49a560a99c657a33937c18e123cb5c5cb0ad;size=337;;seqs=2	337	2	Eukaryota	Archaeplastida	Streptophyta-Streptophyta_X	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	Spirogyra	Spirogyra_sp.	JQ239055	99.3	Sim17_18S
661	centroid=eef6ee8279c7f6e6a208582c5740ac95fb0909bd;size=49;;seqs=2	49	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Hexapoda	Insecta	Chironomus	Chironomus_tepperi	KC177280	94.2	Sim17_18S
662	centroid=4c307e19a373d356cfe609a5ad97361db6c2da48;size=224;;seqs=1	224	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Hoplorhynchus	Hoplorhynchus_acanthatholius	FJ459750	98.9	Sim17_18S
663	centroid=b2cae05d0d79a8e2d4a9aca1b7fa5214d4eaa18b;size=269;;seqs=1	269	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Ostracoda	Cyprididae	Cyprididae_sp.	AY210816	99.9	Sim17_18S
664	centroid=4819eef827e1ead5ce784c4239bc2576550819e0;size=89;;seqs=2	89	2	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Clavispora	Clavispora_lusitaniae	JN941111	95.3	Sim17_18S
665	centroid=01454dfe147bda4bfb20b3b93db78cfd283efd7a;size=49;;seqs=3	49	3	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Ascogregarina	Ascogregarina_culicis	DQ462456	89.3	Sim17_18S
666	centroid=dbfd9c5cfc3ae5e707280495aa6314bf50659144;size=59;;seqs=3	59	3	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	DQ244038	93.5	Sim17_18S
667	centroid=49bbec99e25db0d3e9a387cdc1e41ae751239920;size=31;;seqs=17	31	17	Eukaryota	TSAR	Alveolata-Ciliophora	Armophorea	Armophorea_X	Armophorea_XX	Metopus_2	Metopus_setosus	MN604060	96.3	Sim17_18S
668	centroid=4d6e93bee21072f89324efecb4ccf1564f87f740;size=29;;seqs=4	29	4	Eukaryota	TSAR	Alveolata-Ciliophora	Spirotrichea	Oligotrichida	Oligotrichida_X	Oligotrichida_XX	Oligotrichida_XX_sp.	AY919741	99.2	Sim17_18S
669	centroid=f35db81c76ae819e521d9267b0089f011ca873ca;size=34;;seqs=16	34	16	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.	JN090900	98.8	Sim17_18S
670	centroid=cc1f0e4bc5bdfa04e4a2ff49322f62af1de5a5f9;size=27;;seqs=5	27	5	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Nematopsis	Nematopsis_temporariae	KT717636	99.1	Sim17_18S
671	centroid=8ee307e6d1a8b2c541de0a0b13b632489035acbb;size=23;;seqs=5	23	5	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas	Cercomonas_sp.	EF024028	98.0	Sim17_18S
672	centroid=34e38eaa3d65b351d2f6de1fdd0fb501167b018d;size=79;;seqs=8	79	8	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Fusiperidinium	Fusiperidinium_wisconsinense	MG238507	99.5	Sim17_18S
673	centroid=fb25d7accc66847aebee793ba44cba960bc26ed0;size=34;;seqs=5	34	5	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Chromadorea	Chromadorea_X	Eumonhystera	Eumonhystera_sp.	KJ636237	99.4	Sim17_18S
674	centroid=0cdcb0ef697d8a93be4fb31fd36f9ac34706171b;size=22;;seqs=3	22	3	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Thecofilosea	Tectofilosida	Pseudodifflugiidae	Pseudodifflugiidae_X	Pseudodifflugiidae_X_sp.	JN090862	96.8	Sim17_18S
675	centroid=37744efd9c65fc37f9db399aa71d83669f75fa17;size=31;;seqs=2	31	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Olisthanella	Olisthanella_truncula	AY775761	98.9	Sim17_18S
676	centroid=7168063f338e3a867d0f5a003a3fb646efc05d9d;size=29;;seqs=39	29	39	Eukaryota	Obazoa	Opisthokonta-Metazoa	Gastrotricha	Gastrotricha_X	Gastrotricha_XX	Chaetonotus	Chaetonotus_sp.	AJ001735	99.2	Sim17_18S
677	centroid=f1297e1f1846e7b69ca60441602a09dfc7ea7a60;size=24;;seqs=2	24	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Maxillopoda	Eucyclops	Eucyclops_serrulatus	AJ746328	99.9	Sim17_18S
678	centroid=5fa5bd76fe43deb915238892e53e915ba599fbe4;size=32;;seqs=9	32	9	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Tetrachaetum	Tetrachaetum_elegans	AY357280	98.6	Sim17_18S
679	centroid=e38d78a5b0c610fe32e798e29d2b1a3638065e51;size=144;;seqs=1	144	1	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	Monoraphidium_contortum	AY846375	97.8	Sim17_18S
680	centroid=e6140ae0092f864a2c013ea5e06d9b1fbd0bdcfd;size=43;;seqs=1	43	1	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Sessilida_X	Sessilida_X_sp.	JQ723982	98.5	Sim17_18S
681	centroid=6067a9e0bcf5a51715ce60a1737105d06067602e;size=20;;seqs=1	20	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Opisthosporidia	Microsporida	Microsporida_X	Conglomerata	Conglomerata_obtusa	MH645034	92.1	Sim17_18S
682	centroid=b451054056d959d917cfdfb4e110d292d5b774ae;size=17;;seqs=1	17	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_horridus	HQ287918	92.0	Sim17_18S
683	centroid=5020991b99635c4aeea0003faa307630f8c0deba;size=20;;seqs=2	20	2	Eukaryota	TSAR	Alveolata-Ciliophora	Prostomatea	Prostomatea_X	Prostomatea_XX	Plagiopyla	Plagiopyla_nasuta	KY563719	97.7	Sim17_18S
684	centroid=4f497d7b8aee2a3e5a36f6ece6d0163355ee8c24;size=24;;seqs=1	24	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Euglenaceae	Trachelomonas	Trachelomonas_oblonga	DQ140137	89.7	Sim17_18S
685	centroid=23d75327364bcbaa0995314ad40569eced8cab86;size=16;;seqs=1	16	1	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Scuticociliatia_2	Histiobalantiidae	Histiobalantium	Histiobalantium_natans	AB450957	99.8	Sim17_18S
686	centroid=8785b7fd09e691fa19ec4bd07c12e8b85dd4e577;size=16;;seqs=1	16	1	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Urocentridae	Urocentrum	Urocentrum_turbo	AF255357	99.8	Sim17_18S
687	centroid=c553917fdc1c0216d3c27a4ce8be57e6f41c68a0;size=16;;seqs=2	16	2	Eukaryota	TSAR	Stramenopiles-Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Adriamonas	Adriamonas_peritocrescens	AF243501	93.0	Sim17_18S
688	centroid=c9a70113bcf239e92afb2a4e32c2f61729c48490;size=16;;seqs=1	16	1	Eukaryota	TSAR	Stramenopiles-Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.	AY821964	99.4	Sim17_18S
689	centroid=0f6b175f602713a214de2c6244f5d20c6c70e8a1;size=16;;seqs=1	16	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Gregarina3	Gregarina3_sp.	GQ330638	98.9	Sim17_18S
690	centroid=9344ba68a0fa1fd1d77de8a016e8c0b60865cf02;size=22;;seqs=1	22	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Camptobasidium	Camptobasidium_hydrophilum	DQ198783	99.7	Sim17_18S
691	centroid=4042637ae1124f4c7f724374ae308f8e38ca5942;size=13;;seqs=1	13	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Basidiomycota	Basidiomycota_X	Basidiomycota_XX	Basidiomycota_XXX	Basidiomycota_XXX_sp.	DQ444421	97.0	Sim17_18S
692	centroid=83fb95259c867fb15e9f096bd5e7dec88672016c;size=18;;seqs=1	18	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.	AB695514	89.7	Sim17_18S
693	centroid=dd3edd2fcfaad6cd4e30067ccf5326c3b0460015;size=20;;seqs=2	20	2	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	Achnanthidium_latecephalun	OL780292	95.8	Sim17_18S
694	centroid=21d1bc98f9898751240fbe07e4ed29f6ed38535e;size=12;;seqs=1	12	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Branchiopoda	Acroperus	Acroperus_harpae	AM490272	93.2	Sim17_18S
695	centroid=6791fafc8fad2fa6737556df8ff59a2f878f5eaa;size=11;;seqs=1	11	1	Eukaryota	TSAR	Alveolata-Ciliophora	Nassophorea	Nassophorea_X	Nassulida	Obertrumia	Obertrumia_georgiana	X65149	99.8	Sim17_18S
696	centroid=3d783d404218b81fa546c1ef56c2dc3f359a2ee8;size=11;;seqs=1	11	1	Eukaryota	TSAR	Alveolata-Ciliophora	Spirotrichea	Choreotrichida-Tintinnina	Tintinnidiidae	Tintinnidiidae_X	Tintinnidiidae_X_sp.	EU162620	99.4	Sim17_18S
697	centroid=e4b1e427caa4ede7ae84cad5c3ac44e357984174;size=14;;seqs=4	14	4	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	JN054679	95.7	Sim17_18S
698	centroid=806ce0276792677752fa466283fc433775c047a3;size=9;;seqs=3	9	3	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_acus	AF152104	86.6	Sim17_18S
699	centroid=6094a5f9b75994b109e34ae05c400773a4e8f49b;size=12;;seqs=1	12	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Venturia	Venturia_inaequalis	QWYM01001012	97.3	Sim17_18S
700	centroid=d9d4f716b411bedb84a06a90b28e0dea0c696d42;size=24;;seqs=1	24	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.7	Sim17_18S
701	centroid=15fc577398692ec4b2002cbef28b973c13547060;size=9;;seqs=2	9	2	Eukaryota	TSAR	Alveolata-Ciliophora	Armophorea	Armophorea_X	Tropidoatractidae	Tropidoatractus	Tropidoatractus_spinosus	MG896717	98.0	Sim17_18S
702	centroid=ca0bac98aa2601a8deb3e3b2b9a33ef7767b5136;size=16;;seqs=1	16	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.1	Sim17_18S
703	centroid=6fed5dbc5663ba7d6322dc1fc159bcf554f4a5ff;size=9;;seqs=1	9	1	Eukaryota	TSAR	Alveolata-Ciliophora	Phyllopharyngea	Suctoria	Evaginogenida	Evaginogenida_X	Evaginogenida_X_sp.	AB902341	93.1	Sim17_18S
704	centroid=b061c5ff6a85f7afaa06c0d9306372bff4dfa1e5;size=9;;seqs=1	9	1	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.	HQ191396	99.4	Sim17_18S
705	centroid=50e74afa600407039d6ba8be85f78206f0e93ba9;size=8;;seqs=1	8	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Leidyana2	Caliculium_glossobalani	KC890798	86.2	Sim17_18S
706	centroid=476d3250f36a3e0c865b8243769ae38a25150665;size=14;;seqs=1	14	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	94.5	Sim17_18S
707	centroid=2b3ea365239c101d2dd97a7071c1802cb8eedd79;size=8;;seqs=7	8	7	Eukaryota	TSAR	Alveolata-Ciliophora	Prostomatea_3	Prostomatea_3_X	Holophryidae	Prorodon	Prorodon_teres	X71140	97.3	Sim17_18S
708	centroid=f39398fae13b1702ce4fa6114b5a43cbce7afe7e;size=11;;seqs=1	11	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Platyhelminthes	Trematoda	Digenea	Skrjabinoeces	Skrjabinoeces_similis	AJ287575	96.4	Sim17_18S
709	centroid=e64d5b12f8c602b4cc0a44c7fc0ede6dfa47005b;size=8;;seqs=4	8	4	Eukaryota	TSAR	Stramenopiles-Gyrista	Chrysophyceae	Hibberdiales	Hibberdiaceae	Chrysocapsa_Clade2	Chrysocapsa_sp.	EF165130	97.4	Sim17_18S
710	centroid=0ebabf060157bf1d582ab189730fb9646c7e54ed;size=8;;seqs=1	8	1	Eukaryota	Amoebozoa	Tubulinea-Tubulinea_X	Elardia	Euamoebida	Nolandellidae	Nolandellidae_X	Nolandellidae_X_sp.	EF023499	96.5	Sim17_18S
711	centroid=7d3824ae642b094d74b1f0dede4fdd309a6ca1ea;size=8;;seqs=6	8	6	Eukaryota	TSAR	Alveolata-Chrompodellids	Colpodellidea	Colpodellida	Alphamonaceae	Alphamonas	Alphamonas_sp.	GU067926	98.8	Sim17_18S
712	centroid=debf80f4b34c44b82e94d984dea750eabeb56b0e;size=11;;seqs=2	11	2	Eukaryota	TSAR	Alveolata-Chrompodellids	Colpodellidea	Colpodellida	Alphamonaceae	Alphamonas	Alphamonas_sp.	GU067926	87.2	Sim17_18S
713	centroid=bcaf5daf3a58eda01cad7cffefc5b5c8cd9a4117;size=9;;seqs=25	9	25	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Flectomonas	Flectomonas_ekelundi	HM536169	97.7	Sim17_18S
714	centroid=5fbf6c4f15c7190603b35bd3d0774c93026eaef4;size=7;;seqs=9	7	9	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	EU910605	97.9	Sim17_18S
715	centroid=405b3dab5ea91285031975eca7b6ea4f45ce44b8;size=7;;seqs=6	7	6	Eukaryota	Obazoa	Opisthokonta-Fungi	Chytridiomycota	Spizellomycetales	Spizellomycetales_X	Spizellomycetales_XX	Spizellomycetales_XX_sp.	GQ995373	96.1	Sim17_18S
716	centroid=dc905747806597d004cacc35a187d960d1263f95;size=8;;seqs=1	8	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_fusca	KT304827	90.5	Sim17_18S
717	centroid=6871fce52734e64cf54355e459689b9f3a17e27f;size=7;;seqs=1	7	1	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	JF730760	87.8	Sim17_18S
718	centroid=7615b1b46768b6b77b282f0425056bf8f733c722;size=7;;seqs=1	7	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae_X_sp.	EF023715	89.0	Sim17_18S
719	centroid=aede0a140293f4ba905e198f7ce3796a6ef9fcc5;size=7;;seqs=2	7	2	Eukaryota	Obazoa	Opisthokonta-Fungi	Chytridiomycota	Zygorhizidiales	Zygorhizidiaceae	Zygorhizidium	Zygorhizidium_planktonicum	FJ799984	93.9	Sim17_18S
720	centroid=b7c5911a0b302f7263dd5871eed4acea75762af0;size=7;;seqs=1	7	1	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Parviluciferaceae	Parvilucifera	Parvilucifera_catillosa	MT299786	95.3	Sim17_18S
721	centroid=03cf22ceb6b6bc957936228421cd64870351aa43;size=6;;seqs=6	6	6	Eukaryota	TSAR	Stramenopiles-Bigyra	Opalozoa	Opalozoa_X	MAST-12	MAST-12C	MAST-12C_sp.	EF023211	98.4	Sim17_18S
722	centroid=1ff67e00935b3024760cec91ecb7f729be2a1d16;size=15;;seqs=35	15	35	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.1	Sim17_18S
723	centroid=f737f8cbc5847928f91d98ac4995d6f1bb9a6497;size=8;;seqs=24	8	24	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Chromochloris	Chromochloris_zofingiensis	MW075314	99.3	Sim17_18S
724	centroid=042b44fea40d09bd48c055aecd4104a8e1484d91;size=6;;seqs=1	6	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_horridus	HQ287918	99.9	Sim17_18S
725	centroid=bbe61c23881e63ce977b7a5831e9d838f1aad0e4;size=7;;seqs=1	7	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Gregarina1	Gregarina1_coronata	FJ459743	81.7	Sim17_18S
726	centroid=529eef53d0b764a82b763d60af3213b11ad61c92;size=8;;seqs=1	8	1	Eukaryota	Archaeplastida	Prasinodermophyta-Prasinodermophyta_X	Prasinodermophyceae	Prasinodermales	Prasinodermaceae	Prasinoderma	Prasinoderma_singulare	MT117945	92.1	Sim17_18S
727	centroid=01c44eca3e5f73ac28eb8d8b443f5ed58e7d07d4;size=6;;seqs=2	6	2	Eukaryota	TSAR	Rhizaria-Cercozoa	Novel-clade-10-12	Novel-clade-12	NC12B-lineage	NC12B-lineage_X	NC12B-lineage_X_sp.	DQ103828	92.3	Sim17_18S
728	centroid=4a08e2d8d5caee5fc446418ecfe9725c0369f4b7;size=9;;seqs=1	9	1	Eukaryota	Amoebozoa	Evosea-Eumycetozoa	Myxogastria_Fuscisporidia	Physarida	Didymiidae	Lepidoderma	Lepidoderma_tigrinum	DQ903678	89.7	Sim17_18S
729	centroid=2c1f88b81f07517c0af32d4301e9419648d853b2;size=6;;seqs=2	6	2	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Hymenostomatia	Ophryoglenida	Ichthyophthirius	Ichthyophthirius_multifiliis	KJ690565	99.0	Sim17_18S
730	centroid=2f6a3bd33f9cfd6987b5acc74c99c5426116be6c;size=6;;seqs=13	6	13	Eukaryota	TSAR	Stramenopiles-Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Pseudellipsoidion	Pseudellipsoidion_edaphicum	KF848933	97.0	Sim17_18S
731	centroid=587d54d6c134f6b98673e397b3269d25904da7df;size=6;;seqs=1	6	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Neobodonida	Rhynchomonadidae	Dimastigella	Dimastigella_trypaniformis	AY425020	99.0	Sim17_18S
732	centroid=36bd054f7cf6d7cb1872b717cb5f182f94a24b1c;size=6;;seqs=12	6	12	Eukaryota	Obazoa	Opisthokonta-Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Euchlanis	Euchlanis_dilatata	AY218116	99.3	Sim17_18S
733	centroid=0e553c6d1353cd04d0cee1cfeb7eeb903b538610;size=6;;seqs=15	6	15	Eukaryota	TSAR	Stramenopiles-Gyrista	Peronosporomycetes	Peronosporomycetes_X	Peronosporales	Pythium	Pythium_undulatum	AY598708	99.1	Sim17_18S
734	centroid=0211d150e2736f2e201a3245c45cd53e81cac126;size=7;;seqs=2	7	2	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Aphagea	Distigmidae	Distigma	Distigma_sp.	GQ330642	92.7	Sim17_18S
735	centroid=5c22d6257e97aeafa4ab1267d5b259931cd5e31c;size=6;;seqs=1	6	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Castrella	Castrella_truncata	AY775777	99.8	Sim17_18S
736	centroid=1184fbda367aa766c805bc52643b0c1cf79f38c8;size=6;;seqs=3	6	3	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	EU910604	96.8	Sim17_18S
737	centroid=60c1cc5ca93ca733734fe2efa4ac431e1920898b;size=6;;seqs=24	6	24	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_acus	AF152104	88.0	Sim17_18S
738	centroid=b3c558a1b0483429c7108dd0a05e4e2354131877;size=6;;seqs=1	6	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Hyplorynchus	Hyplorynchus_sp.	EF100322	90.1	Sim17_18S
739	centroid=d92653419492a95a680039c120a80fa77d7e557b;size=6;;seqs=21	6	21	Eukaryota	TSAR	Alveolata-Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Litostomatea_XXX	Litostomatea_XXX_sp.	JF263452	98.4	Sim17_18S
740	centroid=b6660fe2cfa3bd532a623ad40eb47b68632c6f38;size=6;;seqs=1	6	1	Eukaryota	TSAR	Rhizaria-Rhizaria_X	Rhizaria_XX	Aquavolonida	Aquavolonida_X	Aquavolon	Aquavolon_dientrani	MG818163	96.1	Sim17_18S
741	centroid=9bf99d43fb5147849d2244353658477c8dcdfe9c;size=6;;seqs=1	6	1	Eukaryota	Cryptista	Cryptophyta-Cryptophyta_X	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Cryptomonas	Cryptomonas_curvata	AJ007280	99.8	Sim17_18S
742	centroid=07b6a778dcd18df75ecbdad2a0284e429270226e;size=5;;seqs=1	5	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Peronosporomycetes	Peronosporomycetes_X	Haliphthorales	Haliphthoros	Haliphthoros_sp.	AB178865	91.8	Sim17_18S
743	centroid=68acd07c599cafc20b0bf02ce348a7b245aa7648;size=6;;seqs=6	6	6	Eukaryota	TSAR	Alveolata-Ciliophora	Heterotrichea	Heterotrichea_X	Spirostomidae	Spirostomum	Spirostomum_semivirescens	MH295830	98.9	Sim17_18S
744	centroid=45466e86eace84a648b5655ee71656301e27a672;size=5;;seqs=1	5	1	Eukaryota	Haptista	Centroplasthelida-Centroplasthelida_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XXX	Pterocystida_XXX_sp.	AY749544	95.3	Sim17_18S
745	centroid=93d65a16e5b53da498cf83bed8a8462fd1dc2bf3;size=6;;seqs=1	6	1	Eukaryota	Obazoa	Opisthokonta-Choanoflagellata	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellata_XX_Clade-2	Sphaeroeca	Sphaeroeca_volvox	Z34900	99.8	Sim17_18S
746	centroid=6498ea586d22d814567d0f5efb51ae7fbdab0b51;size=5;;seqs=1	5	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Chytridiomycota	Chytridiales	Chytridiales_X	Chytridiales_XX	Chytridiales_XX_sp.	AY635825	91.8	Sim17_18S
747	centroid=20ad7310b9f70c38666b03d1c27bfe003bd8ee6a;size=5;;seqs=1	5	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.	KC671706	96.9	Sim17_18S
748	centroid=af127781b907e088e10e5501c3a4de70ce740292;size=6;;seqs=3	6	3	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Peniculia	Frontoniidae_1	Frontonia_1	Frontonia_paramagna	KJ475306	99.0	Sim17_18S
749	centroid=65e3b543340afdf65c23b00cb823734632a8012b;size=5;;seqs=1	5	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Ascogregarina	Ascogregarina_taiwanensis	DQ462454	87.1	Sim17_18S
750	centroid=4dcf36412f80866c5d22de42cfa2cf474dc51d97;size=11;;seqs=1	11	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.7	Sim17_18S
751	centroid=83537fde454534846101b554dd23cfd676583c1d;size=5;;seqs=4	5	4	Eukaryota	Obazoa	Opisthokonta-Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.	JN090865	95.8	Sim17_18S
752	centroid=5c59005185b276f3004ec33f077de5469ac365d7;size=5;;seqs=1	5	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Prokinetoplastida	Ichthyobodonidae	Ichthyobodonidae_PRO1	Ichthyobodonidae_PRO1_sp.	AY753947	95.8	Sim17_18S
753	centroid=8e1964090d5fc8154bb67729b9307aca2e7c6db2;size=5;;seqs=1	5	1	Eukaryota	TSAR	Alveolata-Ciliophora	Nassophorea	Nassophorea_X	Microthoracida	Microthoracida_X	Microthoracida_X_sp.	GQ330626	97.9	Sim17_18S
